model,variable,test,topic_a,topic_b,statistic,p_value,p_adj_bonferroni,significant_p05
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,28,-,0.948978,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,29,-,0.0475,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,30,-,0.030701,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,31,-,0.370677,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),8,32,-,0.016613,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,10,-,0.345071,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,11,-,4.8e-05,0.025182,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,12,-,0.843733,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,13,-,0.029726,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,14,-,0.670529,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,15,-,0.157502,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,16,-,0.011648,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,17,-,0.001386,0.731733,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,18,-,0.962841,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,19,-,0.669021,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,20,-,0.880765,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,21,-,0.002996,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,22,-,0.029651,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,23,-,0.149928,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,24,-,0.039547,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,25,-,0.378556,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,26,-,0.052454,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,27,-,0.554877,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,28,-,0.050413,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,29,-,0.275429,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,30,-,0.002698,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,31,-,0.076775,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),9,32,-,0.217251,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,11,-,1e-06,0.000301,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,12,-,0.451132,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,13,-,0.001862,0.982896,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,14,-,0.590701,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,15,-,0.525767,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,16,-,0.098825,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,17,-,0.020615,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,18,-,0.286308,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,19,-,0.782891,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,20,-,0.443083,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,21,-,0.014443,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,22,-,0.135052,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,23,-,0.529679,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,24,-,0.137951,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,25,-,0.831859,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,26,-,0.314729,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,27,-,1.0,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,28,-,0.289363,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,29,-,0.126359,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,30,-,0.007326,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,31,-,0.167874,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),10,32,-,0.068732,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,12,-,5.2e-05,0.027235,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,13,-,0.07543,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,14,-,1.1e-05,0.005638,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,15,-,0.0,0.000198,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,16,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,17,-,0.0,0.0,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,18,-,1.1e-05,0.005796,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,19,-,5.9e-05,0.03097,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,20,-,4.1e-05,0.021875,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,21,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,22,-,0.0,2.5e-05,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,23,-,1e-06,0.000531,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,24,-,0.0,2.7e-05,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,25,-,7e-06,0.00354,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,26,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,27,-,0.0004,0.211065,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,28,-,0.0,1e-05,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,29,-,0.205825,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,30,-,0.0,1e-06,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,31,-,3e-06,0.001556,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),11,32,-,0.140423,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,13,-,0.024149,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,14,-,0.831279,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,15,-,0.264733,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,16,-,0.030311,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,17,-,0.003737,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,18,-,0.870793,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,19,-,0.749467,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,20,-,0.976747,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,21,-,0.007045,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,22,-,0.053713,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,23,-,0.238667,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,24,-,0.063188,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,25,-,0.464063,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,26,-,0.093729,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,27,-,0.614901,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,28,-,0.100513,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,29,-,0.238465,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,30,-,0.005182,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,31,-,0.089926,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),12,32,-,0.183479,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,14,-,0.010787,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,15,-,0.001043,0.550902,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,16,-,1.4e-05,0.007561,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,17,-,0.0,0.000237,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,18,-,0.01527,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,19,-,0.02167,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,20,-,0.024995,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,21,-,7e-06,0.003947,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,22,-,0.000112,0.058936,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,23,-,0.001349,0.712199,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,24,-,0.000177,0.093533,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,25,-,0.005868,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,26,-,5.1e-05,0.026988,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,27,-,0.03898,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,28,-,0.000163,0.08611,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,29,-,0.934445,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,30,-,1.4e-05,0.007129,True
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,31,-,0.001453,0.767148,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),13,32,-,0.85615,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,15,-,0.318224,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,16,-,0.037429,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,17,-,0.004398,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,18,-,0.617157,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,19,-,0.891633,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,20,-,0.779611,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,21,-,0.005385,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,22,-,0.050767,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,23,-,0.278443,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,24,-,0.058671,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,25,-,0.532382,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,26,-,0.151075,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,27,-,0.681605,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,28,-,0.147987,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,29,-,0.21779,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,30,-,0.003038,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,31,-,0.073993,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),14,32,-,0.139031,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,16,-,0.350137,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,17,-,0.111904,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,18,-,0.115823,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,19,-,0.444697,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,20,-,0.209965,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,21,-,0.075161,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,22,-,0.321755,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,23,-,0.861004,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,24,-,0.39734,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,25,-,0.734392,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,26,-,0.755506,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,27,-,0.802356,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,28,-,0.643498,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,29,-,0.086534,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,30,-,0.045526,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,31,-,0.318863,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),15,32,-,0.043565,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,17,-,0.494229,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,18,-,0.006108,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,19,-,0.112614,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,20,-,0.024374,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,21,-,0.25162,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,22,-,0.758105,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,23,-,0.518589,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,24,-,0.809853,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,25,-,0.279236,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,26,-,0.534281,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,27,-,0.376996,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,28,-,0.623087,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,29,-,0.022,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,30,-,0.113475,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,31,-,0.585166,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),16,32,-,0.007558,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,18,-,0.000292,0.154349,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,19,-,0.031331,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,20,-,0.003033,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,21,-,0.437974,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,22,-,0.697836,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,23,-,0.212298,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,24,-,0.898266,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,25,-,0.108514,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,26,-,0.114962,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,27,-,0.144642,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,28,-,0.273833,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,29,-,0.008198,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,30,-,0.147387,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,31,-,0.916869,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),17,32,-,0.001249,0.659688,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,19,-,0.580083,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,20,-,0.878648,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,21,-,0.00023,0.121674,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,22,-,0.005407,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,23,-,0.094265,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,24,-,0.005674,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,25,-,0.211984,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,26,-,0.01615,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,27,-,0.492276,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,28,-,0.048161,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,29,-,0.244005,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,30,-,0.00012,0.063314,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,31,-,0.01069,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),18,32,-,0.207356,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,20,-,0.728952,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,21,-,0.024906,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,22,-,0.148151,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,23,-,0.436647,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,24,-,0.134812,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,25,-,0.679911,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,26,-,0.264993,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,27,-,0.866976,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,28,-,0.232306,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,29,-,0.230604,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,30,-,0.011851,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,31,-,0.172678,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),19,32,-,0.145416,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,21,-,0.002041,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,22,-,0.024609,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,23,-,0.177881,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,24,-,0.024856,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,25,-,0.349111,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,26,-,0.059614,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,27,-,0.615668,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,28,-,0.091756,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,29,-,0.262698,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,30,-,0.000992,0.523907,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,31,-,0.038511,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),20,32,-,0.20475,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,22,-,0.420608,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,23,-,0.11542,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,24,-,0.331203,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,25,-,0.039191,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,26,-,0.03597,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,27,-,0.157588,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,28,-,0.099424,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,29,-,0.01219,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,30,-,0.637423,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,31,-,0.728416,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),21,32,-,0.001564,0.825756,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,23,-,0.394135,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,24,-,0.954278,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,25,-,0.225756,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,26,-,0.261815,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,27,-,0.456346,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,28,-,0.341945,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,29,-,0.032896,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,30,-,0.229845,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,31,-,0.670109,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),22,32,-,0.008365,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,24,-,0.446446,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,25,-,0.696174,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,26,-,0.864337,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,27,-,0.752952,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,28,-,0.945537,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,29,-,0.07016,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,30,-,0.061297,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,31,-,0.352135,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),23,32,-,0.038659,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,25,-,0.240828,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,26,-,0.259056,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,27,-,0.364038,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,28,-,0.355821,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,29,-,0.040764,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,30,-,0.159315,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,31,-,0.756701,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),24,32,-,0.009123,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,26,-,0.621762,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,27,-,0.937582,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,28,-,0.642973,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,29,-,0.145089,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,30,-,0.017486,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,31,-,0.203479,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),25,32,-,0.073668,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,27,-,0.615033,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,28,-,0.83132,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,29,-,0.032197,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,30,-,0.008693,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,31,-,0.11066,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),26,32,-,0.009281,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),27,28,-,0.476565,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),27,29,-,0.20723,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),27,30,-,0.078765,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),27,31,-,0.404506,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),27,32,-,0.142267,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),28,29,-,0.03608,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),28,30,-,0.02942,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),28,31,-,0.280588,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),28,32,-,0.019777,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),29,30,-,0.009765,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),29,31,-,0.066911,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),29,32,-,1.0,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),30,31,-,0.419724,1.0,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),30,32,-,0.001136,0.599847,False
BERTopic,num_attachments,Mann-Whitney U (pairwise),31,32,-,0.013509,1.0,False
BERTopic,desc_length,Kruskal-Wallis (overall),all,all,526.2509,0.0,-,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,1,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,2,-,0.0,1e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,3,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,4,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,5,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,6,-,5e-05,0.026228,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,7,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,8,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,9,-,0.0,1e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,10,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,11,-,0.023472,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,12,-,0.0,6.6e-05,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,13,-,0.282184,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,14,-,0.038731,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,15,-,0.000148,0.078384,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,16,-,0.0,0.000254,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,17,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,18,-,0.972898,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,19,-,0.00664,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,20,-,3e-06,0.001736,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,21,-,0.01585,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,22,-,0.0,2e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,23,-,0.127599,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,24,-,0.0,0.0,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,25,-,3e-06,0.001454,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,26,-,0.00645,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,27,-,0.0,3e-06,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,28,-,0.00957,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,29,-,0.173454,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,30,-,0.007128,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),0,31,-,2e-06,0.001247,True
BERTopic,desc_length,Mann-Whitney U (pairwise),0,32,-,0.341244,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,2,-,0.048002,1.0,False
BERTopic,desc_length,Mann-Whitney U (pairwise),1,3,-,2e-06,0.000963,True
BERTopic,desc_length,Mann-Whitney U (pairwise),1,4,-,0.754694,1.0,False
