model,variable,test,topic_a,topic_b,statistic,p_value,p_adj_bonferroni,significant_p05
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,8,-,0.012594,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,9,-,0.3581,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,10,-,0.010706,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,11,-,0.09989,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,12,-,0.116633,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,13,-,0.718086,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,14,-,0.001018,0.537326,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,15,-,0.000121,0.06382,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,16,-,0.001132,0.597615,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,17,-,0.001672,0.883049,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,18,-,0.462202,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,19,-,0.015364,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,20,-,0.171294,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,21,-,0.001094,0.57782,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,22,-,2e-05,0.010419,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,23,-,0.035732,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,24,-,0.001556,0.82148,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,25,-,0.149149,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,26,-,0.018453,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,27,-,0.84583,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,28,-,0.159655,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,29,-,0.475809,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,30,-,0.001024,0.540471,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,31,-,0.000199,0.104856,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),5,32,-,0.720656,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,7,-,0.007667,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,8,-,0.159548,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,9,-,0.004881,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,10,-,0.33921,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,11,-,4e-06,0.001882,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,12,-,0.16628,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,13,-,0.002941,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,14,-,0.598222,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,15,-,0.703882,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,16,-,0.869209,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,17,-,0.466236,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,18,-,0.017043,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,19,-,0.597897,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,20,-,0.382915,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,21,-,0.710963,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,22,-,0.248496,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,23,-,0.619645,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,24,-,0.624061,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,25,-,0.253229,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,26,-,0.318788,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,27,-,0.222823,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,28,-,0.406534,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,29,-,0.057443,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,30,-,0.775432,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,31,-,0.199012,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),6,32,-,0.081179,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,8,-,0.403564,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,9,-,0.546867,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,10,-,0.200061,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,11,-,0.001873,0.988696,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,12,-,0.50169,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,13,-,0.171488,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,14,-,0.177314,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,15,-,0.034464,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,16,-,0.037044,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,17,-,0.04965,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,18,-,0.662054,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,19,-,0.38152,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,20,-,0.524548,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,21,-,0.074724,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,22,-,0.001495,0.78933,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,23,-,0.267674,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,24,-,0.040172,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,25,-,0.582682,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,26,-,0.803999,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,27,-,0.825308,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,28,-,0.724663,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,29,-,0.284251,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,30,-,0.031674,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,31,-,0.005613,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),7,32,-,0.626047,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,9,-,0.202471,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,10,-,0.673962,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,11,-,0.001123,0.592971,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,12,-,0.900913,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,13,-,0.067122,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,14,-,0.548111,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,15,-,0.164589,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,16,-,0.205798,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,17,-,0.369067,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,18,-,0.262477,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,19,-,0.67237,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,20,-,0.901099,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,21,-,0.296874,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,22,-,0.022095,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,23,-,0.660756,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,24,-,0.124099,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,25,-,0.905401,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,26,-,0.937968,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,27,-,0.700113,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,28,-,0.960763,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,29,-,0.203277,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,30,-,0.152541,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,31,-,0.024548,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),8,32,-,0.296635,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,10,-,0.114034,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,11,-,0.055073,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,12,-,0.33873,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,13,-,0.505402,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,14,-,0.071968,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,15,-,0.011478,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,16,-,0.018518,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,17,-,0.04716,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,18,-,1.0,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,19,-,0.148244,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,20,-,0.271073,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,21,-,0.042854,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,22,-,0.001809,0.95493,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,23,-,0.171004,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,24,-,0.019077,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,25,-,0.378316,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,26,-,0.326881,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,27,-,0.797776,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,28,-,0.433549,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,29,-,0.515518,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,30,-,0.033409,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,31,-,0.004477,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),9,32,-,0.857032,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,11,-,0.000429,0.226627,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,12,-,0.623273,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,13,-,0.039916,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,14,-,0.681652,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,15,-,0.343695,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,16,-,0.427728,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,17,-,0.689053,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,18,-,0.171815,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,19,-,0.85516,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,20,-,0.822449,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,21,-,0.579252,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,22,-,0.049082,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,23,-,0.892693,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,24,-,0.290127,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,25,-,0.680576,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,26,-,0.771838,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,27,-,0.493951,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,28,-,0.81009,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,29,-,0.123858,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,30,-,0.259784,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,31,-,0.054402,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),10,32,-,0.260761,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,12,-,0.014862,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,13,-,0.386739,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,14,-,2.8e-05,0.014904,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,15,-,8e-06,0.004029,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,16,-,8.9e-05,0.047038,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,17,-,5.5e-05,0.029106,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,18,-,0.056166,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,19,-,0.000578,0.305346,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,20,-,0.015901,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,21,-,2.7e-05,0.014384,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,22,-,2e-06,0.000996,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,23,-,0.004749,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,24,-,9.3e-05,0.048942,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,25,-,0.02322,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,26,-,0.001369,0.722752,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,27,-,0.404984,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,28,-,0.030914,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,29,-,0.922091,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,30,-,5.5e-05,0.029237,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,31,-,1e-05,0.005319,True
BERTopic,num_human_comments,Mann-Whitney U (pairwise),11,32,-,0.275125,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,13,-,0.17055,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,14,-,0.337367,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,15,-,0.146709,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,16,-,0.247666,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,17,-,0.481885,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,18,-,0.400751,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,19,-,0.547267,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,20,-,0.734977,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,21,-,0.352689,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,22,-,0.041188,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,23,-,0.603036,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,24,-,0.229729,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,25,-,0.939687,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,26,-,0.813557,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,27,-,0.65512,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,28,-,0.894123,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,29,-,0.249225,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,30,-,0.181344,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,31,-,0.042994,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),12,32,-,0.498244,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,14,-,0.008736,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,15,-,0.002342,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,16,-,0.010241,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,17,-,0.018243,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,18,-,0.487687,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,19,-,0.039075,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,20,-,0.17143,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,21,-,0.010372,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,22,-,0.00094,0.496453,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,23,-,0.075092,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,24,-,0.010799,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,25,-,0.242405,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,26,-,0.064687,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,27,-,0.808212,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,28,-,0.220613,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,29,-,0.652283,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,30,-,0.008101,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,31,-,0.002047,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),13,32,-,0.693325,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,15,-,0.403799,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,16,-,0.584145,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,17,-,0.76205,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,18,-,0.089445,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,19,-,0.956456,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,20,-,0.447913,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,21,-,0.506262,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,22,-,0.051862,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,23,-,0.946483,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,24,-,0.22082,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,25,-,0.607391,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,26,-,0.87251,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,27,-,0.231244,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,28,-,0.586985,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,29,-,0.053619,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,30,-,0.267582,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,31,-,0.051873,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),14,32,-,0.136427,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,16,-,0.898578,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,17,-,0.71636,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,18,-,0.028529,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,19,-,0.570419,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,20,-,0.291645,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,21,-,0.916056,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,22,-,0.252888,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,23,-,0.575621,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,24,-,0.537799,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,25,-,0.334721,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,26,-,0.306445,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,27,-,0.188084,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,28,-,0.274595,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,29,-,0.048619,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,30,-,0.624439,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,31,-,0.148951,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),15,32,-,0.06176,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,17,-,0.616185,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,18,-,0.041376,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,19,-,0.623061,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,20,-,0.378355,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,21,-,0.78497,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,22,-,0.296777,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,23,-,0.595905,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,24,-,0.674567,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,25,-,0.298043,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,26,-,0.274593,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,27,-,0.299645,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,28,-,0.374822,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,29,-,0.079143,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,30,-,0.711703,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,31,-,0.190865,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),16,32,-,0.095377,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,18,-,0.06011,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,19,-,0.556529,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,20,-,0.713718,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,21,-,0.973782,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,22,-,0.087614,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,23,-,0.858601,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,24,-,0.487438,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,25,-,0.439505,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,26,-,0.203649,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,27,-,0.624558,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,28,-,0.556625,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,29,-,0.095505,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,30,-,0.52501,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,31,-,0.109569,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),17,32,-,0.125151,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,19,-,0.232582,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,20,-,0.404906,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,21,-,0.062109,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,22,-,0.002947,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,23,-,0.206905,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,24,-,0.041052,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,25,-,0.467682,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,26,-,0.391299,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,27,-,0.822252,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,28,-,0.472906,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,29,-,0.399345,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,30,-,0.024911,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,31,-,0.00581,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),18,32,-,0.945199,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,20,-,0.534697,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,21,-,0.480099,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,22,-,0.074254,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,23,-,0.981802,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,24,-,0.253793,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,25,-,0.770094,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,26,-,0.781677,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,27,-,0.433488,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,28,-,0.637575,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,29,-,0.101929,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,30,-,0.231755,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,31,-,0.063144,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),19,32,-,0.254614,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,21,-,0.485835,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,22,-,0.105863,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,23,-,0.776378,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,24,-,0.322209,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,25,-,0.825566,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,26,-,0.795691,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,27,-,0.489152,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,28,-,1.0,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,29,-,0.160131,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,30,-,0.263007,1.0,False
BERTopic,num_human_comments,Mann-Whitney U (pairwise),20,31,-,0.072648,1.0,False
